queue_position,task_key,title,requirement_file,requirement_line,classification
335,04-invoices-wallet-contracts.md#T-04.5.01.02,"Create `contract_versions` table: `id`, `contractId`, `versionNumber`, `content` (JSONB — full snapshot), `changeDescription`, `createdBy`, `createdAt`, `acceptedAt?`",kanban/epics/04-invoices-wallet-contracts.md,505,unrecorded_before_furthest_merged_task
336,04-invoices-wallet-contracts.md#T-04.5.01.03,"Implement `ContractStateMachine` with all transitions, guards, prerequisites, audit events",kanban/epics/04-invoices-wallet-contracts.md,506,unrecorded_before_furthest_merged_task
337,04-invoices-wallet-contracts.md#T-04.5.01.04,"Activation prerequisite checker: evaluate all requirements, surface unmet ones",kanban/epics/04-invoices-wallet-contracts.md,507,unrecorded_before_furthest_merged_task
338,04-invoices-wallet-contracts.md#T-04.5.01.05,Staff cancellation endpoint: requires reason + refund decision + step-up auth,kanban/epics/04-invoices-wallet-contracts.md,508,unrecorded_before_furthest_merged_task
339,04-invoices-wallet-contracts.md#T-04.5.01.06,"Customer cancellation request: creates staff review task, cannot cancel directly",kanban/epics/04-invoices-wallet-contracts.md,509,unrecorded_before_furthest_merged_task
340,04-invoices-wallet-contracts.md#T-04.5.01.07,DB constraints: terminal states cannot transition; version must increment on material edit,kanban/epics/04-invoices-wallet-contracts.md,510,unrecorded_before_furthest_merged_task
341,04-invoices-wallet-contracts.md#T-04.5.02.01,"Enforce version increment in `ContractService.updateContract()` — inserts new version, never edits existing",kanban/epics/04-invoices-wallet-contracts.md,532,unrecorded_before_furthest_merged_task
342,04-invoices-wallet-contracts.md#T-04.5.02.02,API: GET contract versions list with metadata; GET specific version full content,kanban/epics/04-invoices-wallet-contracts.md,533,unrecorded_before_furthest_merged_task
343,04-invoices-wallet-contracts.md#T-04.5.02.03,"UI: version timeline showing who changed what and when; ""View previous version""",kanban/epics/04-invoices-wallet-contracts.md,534,unrecorded_before_furthest_merged_task
344,04-invoices-wallet-contracts.md#T-04.5.02.04,"Support amendment workflow: create amendment version, new acceptance cycle, link to original",kanban/epics/04-invoices-wallet-contracts.md,535,unrecorded_before_furthest_merged_task
345,04-invoices-wallet-contracts.md#T-04.5.03.01,Add `serviceType` to contracts table; per-type activation rule configuration in admin,kanban/epics/04-invoices-wallet-contracts.md,558,unrecorded_before_furthest_merged_task
346,04-invoices-wallet-contracts.md#T-04.5.03.02,"Build `ActivationRuleResolver` — given a contract, check which prerequisites are met, return unmet list",kanban/epics/04-invoices-wallet-contracts.md,559,unrecorded_before_furthest_merged_task
347,04-invoices-wallet-contracts.md#T-04.5.03.03,"UI: contract detail page shows each prerequisite (Staff approval, Customer acceptance, Signature, Payment, Service start) with current state",kanban/epics/04-invoices-wallet-contracts.md,560,unrecorded_before_furthest_merged_task
348,04-invoices-wallet-contracts.md#T-04.5.04.01,"Create `contract_documents` link table: `contractVersionId`, `documentId`, `role` (original, signed, amendment, superseded)",kanban/epics/04-invoices-wallet-contracts.md,582,unrecorded_before_furthest_merged_task
349,04-invoices-wallet-contracts.md#T-04.5.04.02,"Document state machine integration: wire contract documents into E-05's state machine (`T-05.11.01`); contract-specific guards (e.g., signed contracts cannot be replaced) enforced via policy on top of the base lifecycle",kanban/epics/04-invoices-wallet-contracts.md,583,unrecorded_before_furthest_merged_task
350,04-invoices-wallet-contracts.md#T-04.5.04.03,Replacement rule: new document linked to superseded doc; rejection requires reason + Replace action,kanban/epics/04-invoices-wallet-contracts.md,584,unrecorded_before_furthest_merged_task
351,04-invoices-wallet-contracts.md#T-04.5.04.04,"Immutable signed docs: once Signed state reached, no replacement; new version for amendments",kanban/epics/04-invoices-wallet-contracts.md,585,unrecorded_before_furthest_merged_task
352,04-invoices-wallet-contracts.md#T-04.5.04.05,UI: contract detail shows all linked docs with states and version history,kanban/epics/04-invoices-wallet-contracts.md,586,unrecorded_before_furthest_merged_task
353,04-invoices-wallet-contracts.md#T-04.6.01.01,"Build customer quantity increase request UI/API: validate against max increase percentage, check one-per-contract limit",kanban/epics/04-invoices-wallet-contracts.md,610,unrecorded_before_furthest_merged_task
354,04-invoices-wallet-contracts.md#T-04.6.01.02,Staff review queue: approve/reject with reason,kanban/epics/04-invoices-wallet-contracts.md,611,unrecorded_before_furthest_merged_task
355,04-invoices-wallet-contracts.md#T-04.6.01.03,"On approval: create amendment document version, trigger customer signature workflow",kanban/epics/04-invoices-wallet-contracts.md,612,unrecorded_before_furthest_merged_task
356,04-invoices-wallet-contracts.md#T-04.6.01.04,"After signature: calculate incremental amount (price snapshot), create adjustment invoice or refund",kanban/epics/04-invoices-wallet-contracts.md,613,unrecorded_before_furthest_merged_task
357,04-invoices-wallet-contracts.md#T-04.6.01.05,Enforce effective period: increase applies only to future periods,kanban/epics/04-invoices-wallet-contracts.md,614,unrecorded_before_furthest_merged_task
358,04-invoices-wallet-contracts.md#T-04.6.01.06,Admin config for max increase percentage per service type,kanban/epics/04-invoices-wallet-contracts.md,615,unrecorded_before_furthest_merged_task
359,04-invoices-wallet-contracts.md#T-04.6.02.01,"Build staff price adjustment UI: input percentage, effective date, reason, contractual basis",kanban/epics/04-invoices-wallet-contracts.md,639,unrecorded_before_furthest_merged_task
360,04-invoices-wallet-contracts.md#T-04.6.02.02,Validate: effective date not in past; never changes past/paid periods,kanban/epics/04-invoices-wallet-contracts.md,640,unrecorded_before_furthest_merged_task
361,04-invoices-wallet-contracts.md#T-04.6.02.03,"Calculate adjustment: for each future period affected, compute net increase, create adjustment invoice",kanban/epics/04-invoices-wallet-contracts.md,641,unrecorded_before_furthest_merged_task
362,04-invoices-wallet-contracts.md#T-04.6.02.04,Step-up auth + audit: mandatory for this action,kanban/epics/04-invoices-wallet-contracts.md,642,unrecorded_before_furthest_merged_task
363,04-invoices-wallet-contracts.md#T-04.6.02.05,"Notify customer: full disclosure of old/new price, calculation, effective date before invoice is issued",kanban/epics/04-invoices-wallet-contracts.md,643,unrecorded_before_furthest_merged_task
364,04-invoices-wallet-contracts.md#T-04.6.02.06,Decrease → refund/credit workflow (refund or wallet credit),kanban/epics/04-invoices-wallet-contracts.md,644,unrecorded_before_furthest_merged_task
365,02-auth-users-admin.md#T-11.01.01,Account/profile closure request and blocker evaluation,kanban/epics/02-auth-users-admin.md,967,unrecorded_before_furthest_merged_task
366,02-auth-users-admin.md#T-11.01.02,Portable customer data export,kanban/epics/02-auth-users-admin.md,975,unrecorded_before_furthest_merged_task
367,02-auth-users-admin.md#T-11.01.03,"Closure execution, revocation, retention and anonymization",kanban/epics/02-auth-users-admin.md,983,unrecorded_before_furthest_merged_task
368,02-auth-users-admin.md#T-11.02.01,Explicit operating context in session and authorization policy,kanban/epics/02-auth-users-admin.md,993,unrecorded_before_furthest_merged_task
369,02-auth-users-admin.md#T-11.02.02,Context-isolation integration and E2E tests,kanban/epics/02-auth-users-admin.md,1001,unrecorded_before_furthest_merged_task
370,02-auth-users-admin.md#T-11.03.01,Atomic staff user/profile creation without customer onboarding,kanban/epics/02-auth-users-admin.md,1010,unrecorded_before_furthest_merged_task
375,03-core-business.md#T-03.01.01.05,"Create `saving_plans` table (separate from products, linked many-to-many to hardware products): `id`, `title` (localized JSONB), `description` (localized JSONB nullable), `price` (bigint), `agreement_title` (text), `agreement_body` (text, admin-editable), `status` (active/inactive), `created_at`, `updated_at`",kanban/epics/03-core-business.md,65,unrecorded_before_furthest_merged_task
376,03-core-business.md#T-03.01.01.06,"Create `saving_plan_hardware` junction table: `saving_plan_id` (FK), `hardware_product_id` (FK to products where type=hardware), unique constraint on pair",kanban/epics/03-core-business.md,66,unrecorded_before_furthest_merged_task
377,03-core-business.md#T-03.01.01.07,"Add database constraints: non-negative price enforcement at DB level for products and saving plans, unique `(type, system_key)` for system products, FK with ON DELETE RESTRICT for referenced products",kanban/epics/03-core-business.md,67,unrecorded_before_furthest_merged_task
378,03-core-business.md#T-03.01.02.01,Create idempotent seed migration that upserts four default electricity products by `system_key`:,kanban/epics/03-core-business.md,73,unrecorded_before_furthest_merged_task
379,03-core-business.md#T-03.01.02.02,"Each default product gets: type=`electricity`, `system_key` set to the immutable key, `price`=null (unavailable until admin sets price), `status`=`inactive` by default",kanban/epics/03-core-business.md,78,unrecorded_before_furthest_merged_task
380,03-core-business.md#T-03.01.02.03,Verify `pnpm db:seed` is idempotent — running it multiple times does not create duplicate system products (use ON CONFLICT on `system_key` with unique index),kanban/epics/03-core-business.md,79,unrecorded_before_furthest_merged_task
381,03-core-business.md#T-03.01.02.04,"Admin cannot delete a system electricity product, cannot change its `system_key` or `type`, cannot create additional electricity-product types. Validate at both API and DB level.",kanban/epics/03-core-business.md,80,unrecorded_before_furthest_merged_task
382,03-core-business.md#T-03.01.03.01,"Admin API: `POST /admin/products/hardware` — create hardware product (title, description, price). Validate price > 0.",kanban/epics/03-core-business.md,86,unrecorded_before_furthest_merged_task
383,03-core-business.md#T-03.01.03.02,"Admin API: `GET /admin/products/hardware` — list with search, filter by status, sort, pagination",kanban/epics/03-core-business.md,87,unrecorded_before_furthest_merged_task
384,03-core-business.md#T-03.01.03.03,Admin API: `GET /admin/products/hardware/:id` — detail view,kanban/epics/03-core-business.md,88,unrecorded_before_furthest_merged_task
385,03-core-business.md#T-03.01.03.04,Admin API: `PATCH /admin/products/hardware/:id` — update. Price change creates a new versioned price record.,kanban/epics/03-core-business.md,89,unrecorded_before_furthest_merged_task
386,03-core-business.md#T-03.01.03.05,Admin API: `DELETE /admin/products/hardware/:id` — archive only (soft delete). Reject if referenced by historical saving-plan associations.,kanban/epics/03-core-business.md,90,unrecorded_before_furthest_merged_task
387,03-core-business.md#T-03.01.03.06,Hardware products are not directly orderable by customers. No customer-facing order flow creates hardware-only orders.,kanban/epics/03-core-business.md,91,unrecorded_before_furthest_merged_task
388,03-core-business.md#T-03.01.03.07,"Product without a valid positive price is not orderable in any context (saving plan, etc.)",kanban/epics/03-core-business.md,92,unrecorded_before_furthest_merged_task
389,03-core-business.md#T-03.01.04.01,Admin API: `POST /admin/products/saving-plans` — create. Validate at least one hardware product selected (many-to-many).,kanban/epics/03-core-business.md,98,unrecorded_before_furthest_merged_task
390,03-core-business.md#T-03.01.04.02,"Admin API: `PATCH /admin/products/saving-plans/:id` — update title, description, price, agreement, hardware associations",kanban/epics/03-core-business.md,99,unrecorded_before_furthest_merged_task
391,03-core-business.md#T-03.01.04.03,Admin API: `DELETE /admin/products/saving-plans/:id` — archive. Reject if referenced by active/paid orders.,kanban/epics/03-core-business.md,100,unrecorded_before_furthest_merged_task
392,03-core-business.md#T-03.01.04.04,Saving plan agreement is admin-editable. Changes must be versioned. Orders snapshot the accepted agreement version at time of submission.,kanban/epics/03-core-business.md,101,unrecorded_before_furthest_merged_task
393,03-core-business.md#T-03.01.04.05,"Create `saving_plan_agreement_versions` table: `id`, `saving_plan_id` (FK), `title` (text), `body` (text), `status` (enum: `draft`, `active`, `superseded`), `effective_from` (timestamptz), `created_by` (FK to users). Enforce at most one active version per plan at any time.",kanban/epics/03-core-business.md,102,unrecorded_before_furthest_merged_task
394,03-core-business.md#T-03.01.04.06,"Implement Draft → Active → Superseded lifecycle for saving plan agreement versions. When admin edits agreement via T-03.01.04.02, the edit creates a new draft version; admin explicitly activates it with a separate action.",kanban/epics/03-core-business.md,103,unrecorded_before_furthest_merged_task
395,03-core-business.md#T-03.01.04.07,"On order submission (T-03.09.03.04), snapshot the full rendered agreement text (title + body) into the `agreement_snapshot` field, not just a version ID. The snapshot must be the exact verbatim text the customer accepted.",kanban/epics/03-core-business.md,104,unrecorded_before_furthest_merged_task
396,03-core-business.md#T-03.01.04.08,Customer order detail page displays the accepted agreement snapshot verbatim. Show notice if agreement has been updated since acceptance.,kanban/epics/03-core-business.md,105,unrecorded_before_furthest_merged_task
397,03-core-business.md#T-03.01.05.01,Seed two consultation products via migration:,kanban/epics/03-core-business.md,111,unrecorded_before_furthest_merged_task
398,03-core-business.md#T-03.01.05.02,Consultation products have no predefined price. Price field in products table is null. Creating a consultation request does not immediately create an invoice.,kanban/epics/03-core-business.md,114,unrecorded_before_furthest_merged_task
399,03-core-business.md#T-03.01.05.03,Certificate consultation is available only when active profile is Legal Entity. Frontend must hide/disable and backend must reject for Individual profiles.,kanban/epics/03-core-business.md,115,unrecorded_before_furthest_merged_task
400,03-core-business.md#T-03.01.05.04,Consultation for establishing a power station and construction request for a solar power station are independent products/records. System must not automatically convert or link them unless staff explicitly adds a reference.,kanban/epics/03-core-business.md,116,unrecorded_before_furthest_merged_task
401,03-core-business.md#T-03.02.01.01,"Create `gift_codes` table: `id` (UUIDv7), `code` (VARCHAR, unique, normalized case-insensitively), `type` (enum: `fixed_amount`, `percentage`), `value` (bigint for fixed IRR, bigint for percentage * 10000 for precision), `max_discount` (bigint nullable — cap for percentage), `eligibility` (enum: `public`, `profile_list`), `starts_at` (timestamptz nullable), `expires_at` (timestamptz nullable), `status` (active/inactive), `total_usage_limit` (int nullable), `per_profile_usage_limit` (int nullable), `min_order_amount` (bigint nullable), `eligible_categories` (VARCHAR[] nullable — references product category keys), `restore_on_cancel` (boolean, default true), `created_at`, `updated_at`",kanban/epics/03-core-business.md,133,unrecorded_before_furthest_merged_task
402,03-core-business.md#T-03.02.01.02,"Create `gift_code_profiles` junction table for profile-restricted codes: `gift_code_id`, `profile_id` (FK), unique constraint",kanban/epics/03-core-business.md,134,unrecorded_before_furthest_merged_task
403,03-core-business.md#T-03.02.01.03,"Create `gift_code_redemptions` table: `id`, `gift_code_id` (FK), `profile_id` (FK), `order_id` (FK nullable — polymorphic, points to the parent order/request), `amount` (bigint — actual discount applied in IRR), `redeemed_at`, `restored_at` (nullable — set when usage is returned after cancellation)",kanban/epics/03-core-business.md,135,unrecorded_before_furthest_merged_task
404,03-core-business.md#T-03.02.02.01,Admin API: `POST /admin/gift-codes` — create with all fields. Normalize code to uppercase (store as-is but query normalized).,kanban/epics/03-core-business.md,141,unrecorded_before_furthest_merged_task
405,03-core-business.md#T-03.02.02.02,"Admin API: `GET /admin/gift-codes` — list with search by code, filter by status/eligibility/expiry, pagination",kanban/epics/03-core-business.md,142,unrecorded_before_furthest_merged_task
406,03-core-business.md#T-03.02.02.03,Admin API: `PATCH /admin/gift-codes/:id` — update. Usage counts cannot be reset manually.,kanban/epics/03-core-business.md,143,unrecorded_before_furthest_merged_task
407,03-core-business.md#T-03.02.02.04,Admin API: `DELETE /admin/gift-codes/:id` — soft-delete / deactivate. Cannot delete codes with active redemptions.,kanban/epics/03-core-business.md,144,unrecorded_before_furthest_merged_task
408,03-core-business.md#T-03.02.02.05,"Admin UI: separate gift code management section with full grid, create/edit form with validation, usage statistics per code",kanban/epics/03-core-business.md,145,unrecorded_before_furthest_merged_task
409,03-core-business.md#T-03.02.03.01,"Public API: `POST /gift-codes/validate` — accept code string, validate: exists, active, not expired, within usage limits, within per-profile limit, eligible for order categories, meets min order amount. Return discount amount if valid.",kanban/epics/03-core-business.md,151,unrecorded_before_furthest_merged_task
410,03-core-business.md#T-03.02.03.02,Preview validation (`POST /gift-codes/validate`) does not reserve or consume a code. It is a stateless check.,kanban/epics/03-core-business.md,152,unrecorded_before_furthest_merged_task
411,03-core-business.md#T-03.02.03.03,"Atomic redemption at order creation: within the order-creation transaction, decrement total usage + increment per-profile usage. Fail if limits would be exceeded. Redemption is atomically coupled to order creation.",kanban/epics/03-core-business.md,153,unrecorded_before_furthest_merged_task
412,03-core-business.md#T-03.02.03.04,Failed order submission does not consume a gift code — rollback the redemption as part of the transaction rollback.,kanban/epics/03-core-business.md,154,unrecorded_before_furthest_merged_task
413,03-core-business.md#T-03.02.03.05,"Once gift code applied, the discount must be recalculated authoritatively by backend at submission time (never trust frontend-computed discount).",kanban/epics/03-core-business.md,155,unrecorded_before_furthest_merged_task
414,03-core-business.md#T-03.02.03.06,"Discount applied before VAT: `discount` is subtracted from taxable subtotal, then VAT calculated on net amount.",kanban/epics/03-core-business.md,156,unrecorded_before_furthest_merged_task
415,03-core-business.md#T-03.02.04.01,"On order/request cancellation before payment, restore gift code usage atomically: decrement total usage decrement and per-profile usage counter, set `restored_at` timestamp on the redemption record. If `restore_on_cancel` is false, do not restore.",kanban/epics/03-core-business.md,162,unrecorded_before_furthest_merged_task
416,03-core-business.md#T-03.02.04.02,Post-payment cancellation: gift code is not restored unless the promotion policy explicitly allows it. Follow admin setting.,kanban/epics/03-core-business.md,163,unrecorded_before_furthest_merged_task
417,03-core-business.md#T-03.02.04.03,Restoration is idempotent: running the cancellation workflow twice must not double-restore usage. Use idempotency key on the restoration operation.,kanban/epics/03-core-business.md,164,unrecorded_before_furthest_merged_task
418,03-core-business.md#T-03.02.05.01,"Create `vat_configurations` table: `id`, `category` (VARCHAR — charge category key), `rate` (integer — basis points, e.g. 900 = 9%), `effective_from` (timestamptz), `effective_until` (timestamptz nullable), `created_by`",kanban/epics/03-core-business.md,170,unrecorded_before_furthest_merged_task
419,03-core-business.md#T-03.02.05.02,"Create `product_vat_overrides` table: `product_id` (FK), `vat_config_id` (FK), `effective_from`, `effective_until`",kanban/epics/03-core-business.md,171,unrecorded_before_furthest_merged_task
420,03-core-business.md#T-03.02.05.03,"VAT resolution logic: if product has an active override, use it; else if the charge category has an active rate, use it; else zero. Snapshot the resolved rate on the invoice line at creation time.",kanban/epics/03-core-business.md,172,unrecorded_before_furthest_merged_task
421,03-core-business.md#T-03.02.05.04,Admin API: CRUD for VAT configurations and product overrides with effective dating,kanban/epics/03-core-business.md,173,unrecorded_before_furthest_merged_task
422,03-core-business.md#T-03.02.05.05,"VAT calculation: tax = net taxable amount × rate, rounded half-up to nearest IRR. Discount applied before VAT. Stored inputs, rounding steps, and totals must be reproducible.",kanban/epics/03-core-business.md,174,unrecorded_before_furthest_merged_task
423,03-core-business.md#T-03.03.01.01,"Create `consultation_requests` table: `id` (UUIDv7), `profile_id` (FK), `product_id` (FK — consultation product), `status` (enum: `submitted`, `under_review`, `awaiting_customer_info`, `offer_pending`, `offer_accepted`, `offer_declined`, `completed`, `rejected`, `cancelled`), `staff_owner_id` (FK nullable), `staff_team` (VARCHAR nullable), `fee` (bigint nullable), `scope` (text nullable), `deliverables` (text nullable), `expected_next_step` (text nullable), `offer_valid_until` (timestamptz nullable), `invoice_id` (FK nullable — to invoices), `submitted_at`, `created_at`, `updated_at`",kanban/epics/03-core-business.md,191,unrecorded_before_furthest_merged_task
424,03-core-business.md#T-03.03.01.02,State machine for consultation requests with full transition rules:,kanban/epics/03-core-business.md,192,unrecorded_before_furthest_merged_task
425,03-core-business.md#T-03.03.01.03,Consultation access control: customer sees only own profile's requests. Staff sees assigned or unassigned based on roles.,kanban/epics/03-core-business.md,203,unrecorded_before_furthest_merged_task
426,03-core-business.md#T-03.03.01.04,Consultation for electricity-saving certificate is available only when active profile is Legal Entity. Backend must reject Individual profiles at submission.,kanban/epics/03-core-business.md,204,unrecorded_before_furthest_merged_task
427,03-core-business.md#T-03.03.02.01,"Customer UI: ""Consultation"" section — list of available consultation products with descriptions, each with a ""Request"" button",kanban/epics/03-core-business.md,210,unrecorded_before_furthest_merged_task
428,03-core-business.md#T-03.03.02.02,"Consultation request submission form: profile selection verification, product detail display, submit button with confirmation",kanban/epics/03-core-business.md,211,unrecorded_before_furthest_merged_task
429,03-core-business.md#T-03.03.02.03,"Consultation request detail page: status, assigned staff, fee (when set), scope, deliverables, validity period. Accept/Decline buttons when `offer_pending`.",kanban/epics/03-core-business.md,212,unrecorded_before_furthest_merged_task
430,03-core-business.md#T-03.03.02.04,"Customer's consultation list: all profile-scoped requests with status, submission date, staff owner, next action indicator",kanban/epics/03-core-business.md,213,unrecorded_before_furthest_merged_task
431,03-core-business.md#T-03.03.02.05,"Every status change sends a notification. The detail page shows full status history with actor, timestamp, and reason.",kanban/epics/03-core-business.md,214,unrecorded_before_furthest_merged_task
432,03-core-business.md#T-03.03.03.01,"Staff UI: consultation work queue — list of unassigned and assigned requests with filtering by status, priority, age",kanban/epics/03-core-business.md,220,unrecorded_before_furthest_merged_task
433,03-core-business.md#T-03.03.03.02,"Staff UI: consultation detail — full history, customer info, fee entry form, scope and deliverables fields, invoice creation trigger",kanban/epics/03-core-business.md,221,unrecorded_before_furthest_merged_task
434,03-core-business.md#T-03.03.03.03,"Staff API: `POST /staff/consultations/:id/fee` — set fee, scope, deliverables, validity period. Creates associated invoice. If a previous unpaid invoice exists, cancel and replace it. Notify customer.",kanban/epics/03-core-business.md,222,unrecorded_before_furthest_merged_task
435,03-core-business.md#T-03.03.03.04,Staff API: `POST /staff/consultations/:id/assign` — assign self or team,kanban/epics/03-core-business.md,223,unrecorded_before_furthest_merged_task
436,03-core-business.md#T-03.03.03.05,Staff API: `POST /staff/consultations/:id/reject` — with reason,kanban/epics/03-core-business.md,224,unrecorded_before_furthest_merged_task
437,03-core-business.md#T-03.03.03.06,Staff API: `POST /staff/consultations/:id/cancel` — with reason,kanban/epics/03-core-business.md,225,unrecorded_before_furthest_merged_task
438,03-core-business.md#T-03.03.03.07,Fee changes after customer has already paid creates an adjustment/refund workflow — do not silently change or replace the paid invoice.,kanban/epics/03-core-business.md,226,unrecorded_before_furthest_merged_task
439,03-core-business.md#T-03.04.01.01,Implement `ElectricityCalculationService` with pure functions:,kanban/epics/03-core-business.md,243,unrecorded_before_furthest_merged_task
440,03-core-business.md#T-03.04.01.02,Mandatory green rule engine:,kanban/epics/03-core-business.md,247,unrecorded_before_furthest_merged_task
441,03-core-business.md#T-03.04.01.03,Product limit validation:,kanban/epics/03-core-business.md,253,unrecorded_before_furthest_merged_task
442,03-core-business.md#T-03.04.01.04,Zero-quantity products do not trigger their min_kwh validation. A product omitted from the order has no limit check.,kanban/epics/03-core-business.md,257,unrecorded_before_furthest_merged_task
443,03-core-business.md#T-03.04.01.05,"Prices snapshot at submission time: capture unit prices, VAT rates, gift code discount rate. Store in order/contract snapshot JSON.",kanban/epics/03-core-business.md,258,unrecorded_before_furthest_merged_task
444,03-core-business.md#T-03.04.02.01,"Create `electricity_settings` table: `id`, `simple_green_rule_enabled` (bool, default true), `advanced_green_rule_enabled` (bool, default false), `green_threshold_kw` (int, default 1000), `green_min_percentage` (int, basis points, default 400 = 4%), `online_wallet_topup_limit` (bigint, default 2_000_000_000), `advanced_lead_days` (int, default 0), `advanced_max_duration_months` (int, default 24), `default_contract_template_id` (FK nullable), `customer_increase_max_percentage` (int, basis points), `updated_by`, `updated_at`",kanban/epics/03-core-business.md,266,unrecorded_before_furthest_merged_task
445,03-core-business.md#T-03.04.02.02,"Admin API: `GET /admin/settings/electricity` and `PATCH /admin/settings/electricity` — versioned settings with validation: threshold ≥ 0, percentage 0–10000, topup limit > 0.",kanban/epics/03-core-business.md,267,unrecorded_before_furthest_merged_task
446,03-core-business.md#T-03.04.02.03,"Activating mandatory green rule is blocked unless green electricity product is Active, has a valid positive price, and its per-order limits are compatible with the configured percentage.",kanban/epics/03-core-business.md,268,unrecorded_before_furthest_merged_task
447,03-core-business.md#T-03.04.02.04,Settings changes affect new drafts only. Submitted orders retain the settings snapshot from confirmation time.,kanban/epics/03-core-business.md,269,unrecorded_before_furthest_merged_task
448,03-core-business.md#T-03.04.03.01,"Implement shared `validateOrderComposition(orderInput, settings, products)` function used by both simple and advanced order validation:",kanban/epics/03-core-business.md,275,unrecorded_before_furthest_merged_task
449,03-core-business.md#T-03.04.03.02,"Green rule simple mode: thermal is the only user-selected product. Backend auto-composes: thermal = total × (1 - green%), green = total × green%. The total requested energy is not increased.",kanban/epics/03-core-business.md,281,unrecorded_before_furthest_merged_task
